Category,Law? 0/1,State,Subcategory,Year
Concealed carry permitting,0,Hawaii,Background checks,1999
Concealed carry permitting,0,Hawaii,Background checks,1999
Concealed carry permitting,0,Hawaii,Background checks,1999
Concealed carry permitting,0,Hawaii,Permitting,1999
Concealed carry permitting,1,Hawaii,Permitting,1999
Concealed carry permitting,1,Hawaii,Permitting,1999
Concealed carry permitting,1,Hawaii,Permitting,1999
Concealed carry permitting,0,Hawaii,Background checks,2000
Concealed carry permitting,0,Hawaii,Background checks,2000
Concealed carry permitting,0,Hawaii,Background checks,2000
Concealed carry permitting,0,Hawaii,Permitting,2000
Concealed carry permitting,1,Hawaii,Permitting,2000
Concealed carry permitting,1,Hawaii,Permitting,2000
Concealed carry permitting,1,Hawaii,Permitting,2000
Concealed carry permitting,0,Hawaii,Background checks,2001
Concealed carry permitting,0,Hawaii,Background checks,2001
Concealed carry permitting,0,Hawaii,Background checks,2001
Concealed carry permitting,0,Hawaii,Permitting,2001
Concealed carry permitting,1,Hawaii,Permitting,2001
Concealed carry permitting,1,Hawaii,Permitting,2001
Concealed carry permitting,1,Hawaii,Permitting,2001
Concealed carry permitting,0,Hawaii,Background checks,2002
Concealed carry permitting,0,Hawaii,Background checks,2002
Concealed carry permitting,0,Hawaii,Background checks,2002
Concealed carry permitting,0,Hawaii,Permitting,2002
Concealed carry permitting,1,Hawaii,Permitting,2002
Concealed carry permitting,1,Hawaii,Permitting,2002
Concealed carry permitting,1,Hawaii,Permitting,2002
Concealed carry permitting,0,Hawaii,Background checks,2003
Concealed carry permitting,0,Hawaii,Background checks,2003
Concealed carry permitting,0,Hawaii,Background checks,2003
Concealed carry permitting,0,Hawaii,Permitting,2003
Concealed carry permitting,1,Hawaii,Permitting,2003
Concealed carry permitting,1,Hawaii,Permitting,2003
Concealed carry permitting,1,Hawaii,Permitting,2003
Concealed carry permitting,0,Hawaii,Background checks,2004
Concealed carry permitting,0,Hawaii,Background checks,2004
Concealed carry permitting,0,Hawaii,Background checks,2004
Concealed carry permitting,0,Hawaii,Permitting,2004
Concealed carry permitting,1,Hawaii,Permitting,2004
Concealed carry permitting,1,Hawaii,Permitting,2004
Concealed carry permitting,1,Hawaii,Permitting,2004
Concealed carry permitting,0,Hawaii,Background checks,2005
Concealed carry permitting,0,Hawaii,Background checks,2005
Concealed carry permitting,0,Hawaii,Background checks,2005
Concealed carry permitting,0,Hawaii,Permitting,2005
Concealed carry permitting,1,Hawaii,Permitting,2005
Concealed carry permitting,1,Hawaii,Permitting,2005
Concealed carry permitting,1,Hawaii,Permitting,2005
Concealed carry permitting,1,Hawaii,Background checks,2006
Concealed carry permitting,1,Hawaii,Background checks,2006
Concealed carry permitting,1,Hawaii,Background checks,2006
Concealed carry permitting,0,Hawaii,Permitting,2006
Concealed carry permitting,1,Hawaii,Permitting,2006
Concealed carry permitting,1,Hawaii,Permitting,2006
Concealed carry permitting,1,Hawaii,Permitting,2006
Concealed carry permitting,1,Hawaii,Background checks,2007
Concealed carry permitting,1,Hawaii,Background checks,2007
Concealed carry permitting,1,Hawaii,Background checks,2007
Concealed carry permitting,0,Hawaii,Permitting,2007
Concealed carry permitting,1,Hawaii,Permitting,2007
Concealed carry permitting,1,Hawaii,Permitting,2007
Concealed carry permitting,1,Hawaii,Permitting,2007
Concealed carry permitting,1,Hawaii,Background checks,2008
Concealed carry permitting,1,Hawaii,Background checks,2008
Concealed carry permitting,1,Hawaii,Background checks,2008
Concealed carry permitting,0,Hawaii,Permitting,2008
Concealed carry permitting,1,Hawaii,Permitting,2008
Concealed carry permitting,1,Hawaii,Permitting,2008
Concealed carry permitting,1,Hawaii,Permitting,2008
Concealed carry permitting,1,Hawaii,Background checks,2009
Concealed carry permitting,1,Hawaii,Background checks,2009
Concealed carry permitting,1,Hawaii,Background checks,2009
Concealed carry permitting,0,Hawaii,Permitting,2009
Concealed carry permitting,1,Hawaii,Permitting,2009
Concealed carry permitting,1,Hawaii,Permitting,2009
Concealed carry permitting,1,Hawaii,Permitting,2009
Concealed carry permitting,1,Hawaii,Background checks,2010
Concealed carry permitting,1,Hawaii,Background checks,2010
Concealed carry permitting,1,Hawaii,Background checks,2010
Concealed carry permitting,0,Hawaii,Permitting,2010
Concealed carry permitting,1,Hawaii,Permitting,2010
Concealed carry permitting,1,Hawaii,Permitting,2010
Concealed carry permitting,1,Hawaii,Permitting,2010
Concealed carry permitting,1,Hawaii,Background checks,2011
Concealed carry permitting,1,Hawaii,Background checks,2011
Concealed carry permitting,1,Hawaii,Background checks,2011
Concealed carry permitting,0,Hawaii,Permitting,2011
Concealed carry permitting,1,Hawaii,Permitting,2011
Concealed carry permitting,1,Hawaii,Permitting,2011
Concealed carry permitting,1,Hawaii,Permitting,2011
Concealed carry permitting,1,Hawaii,Background checks,2012
Concealed carry permitting,1,Hawaii,Background checks,2012
Concealed carry permitting,1,Hawaii,Background checks,2012
Concealed carry permitting,0,Hawaii,Permitting,2012
Concealed carry permitting,1,Hawaii,Permitting,2012
Concealed carry permitting,1,Hawaii,Permitting,2012
Concealed carry permitting,1,Hawaii,Permitting,2012
Concealed carry permitting,1,Hawaii,Background checks,2013
Concealed carry permitting,1,Hawaii,Background checks,2013
Concealed carry permitting,1,Hawaii,Background checks,2013
Concealed carry permitting,0,Hawaii,Permitting,2013
Concealed carry permitting,1,Hawaii,Permitting,2013
Concealed carry permitting,1,Hawaii,Permitting,2013
Concealed carry permitting,1,Hawaii,Permitting,2013
Concealed carry permitting,1,Hawaii,Background checks,2014
Concealed carry permitting,1,Hawaii,Background checks,2014
Concealed carry permitting,1,Hawaii,Background checks,2014
Concealed carry permitting,0,Hawaii,Permitting,2014
Concealed carry permitting,1,Hawaii,Permitting,2014
Concealed carry permitting,1,Hawaii,Permitting,2014
Concealed carry permitting,1,Hawaii,Permitting,2014
Concealed carry permitting,1,Hawaii,Background checks,2015
Concealed carry permitting,1,Hawaii,Background checks,2015
Concealed carry permitting,1,Hawaii,Background checks,2015
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2008
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2008
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2008
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2009
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2009
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2009
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2009
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2009
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2009
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2009
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2009
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2010
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2010
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2010
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2010
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2010
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2010
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2010
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2010
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2011
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2011
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2011
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2011
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2011
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2011
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2011
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2011
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2012
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2012
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2012
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2012
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2012
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2012
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2012
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2012
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2013
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2013
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2013
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2013
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2013
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2013
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2013
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2013
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2014
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2014
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2014
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2014
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2014
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2014
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2014
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2014
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2015
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2015
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2015
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2015
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2015
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2015
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2015
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2015
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2016
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2016
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2016
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2016
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2016
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2016
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2016
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2016
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2017
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2017
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2017
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2017
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2017
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2017
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2017
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2017
Background checks,0,Hawaii,Background checks - mental health records,1991
Background checks,0,Hawaii,Background checks - state records,1991
Background checks,0,Hawaii,Background checks - state records,1991
Background checks,0,Hawaii,Background checks through permits,1991
Background checks,0,Hawaii,Background checks through permits,1991
Background checks,0,Hawaii,Background checks time limit,1991
Background checks,0,Hawaii,Gun shows,1991
Background checks,0,Hawaii,Gun shows,1991
Background checks,0,Hawaii,Universal background checks,1991
Background checks,0,Hawaii,Universal background checks,1991
Background checks,0,Hawaii,Background checks - mental health records,1992
Background checks,0,Hawaii,Background checks - state records,1992
Background checks,0,Hawaii,Background checks - state records,1992
Background checks,0,Hawaii,Background checks through permits,1992
Background checks,0,Hawaii,Background checks through permits,1992
Background checks,0,Hawaii,Background checks time limit,1992
Background checks,0,Hawaii,Gun shows,1992
Background checks,0,Hawaii,Gun shows,1992
Background checks,0,Hawaii,Universal background checks,1992
Background checks,0,Hawaii,Universal background checks,1992
Background checks,0,Hawaii,Background checks - mental health records,1993
Background checks,0,Hawaii,Background checks - state records,1993
Background checks,0,Hawaii,Background checks - state records,1993
Background checks,0,Hawaii,Background checks through permits,1993
Background checks,0,Hawaii,Background checks through permits,1993
Background checks,0,Hawaii,Background checks time limit,1993
Background checks,0,Hawaii,Gun shows,1993
Background checks,0,Hawaii,Gun shows,1993
Background checks,0,Hawaii,Universal background checks,1993
Background checks,0,Hawaii,Universal background checks,1993
Background checks,0,Hawaii,Background checks - mental health records,1994
Background checks,0,Hawaii,Background checks - state records,1994
Background checks,0,Hawaii,Background checks - state records,1994
Background checks,0,Hawaii,Background checks through permits,1994
Background checks,0,Hawaii,Background checks through permits,1994
Background checks,0,Hawaii,Background checks time limit,1994
Background checks,0,Hawaii,Gun shows,1994
Background checks,0,Hawaii,Gun shows,1994
Background checks,0,Hawaii,Universal background checks,1994
Background checks,0,Hawaii,Universal background checks,1994
Background checks,0,Hawaii,Background checks - mental health records,1995
Background checks,0,Hawaii,Background checks - state records,1995
Background checks,0,Hawaii,Background checks - state records,1995
Background checks,0,Hawaii,Background checks through permits,1995
Background checks,0,Hawaii,Background checks through permits,1995
Background checks,0,Hawaii,Background checks time limit,1995
Background checks,0,Hawaii,Gun shows,1995
Background checks,0,Hawaii,Gun shows,1995
Background checks,0,Hawaii,Universal background checks,1995
Background checks,0,Hawaii,Universal background checks,1995
Ammunition regulation,0,Hawaii,Licensing,2014
Ammunition regulation,0,Hawaii,Permitting,2014
Ammunition regulation,1,Hawaii,Prohibitors,2014
Ammunition regulation,0,Hawaii,Recordkeeping,2014
Ammunition regulation,0,Hawaii,Age restrictions,2015
Ammunition regulation,0,Hawaii,Age restrictions,2015
Ammunition regulation,0,Hawaii,Background checks,2015
Ammunition regulation,0,Hawaii,Licensing,2015
Ammunition regulation,0,Hawaii,Permitting,2015
Ammunition regulation,1,Hawaii,Prohibitors,2015
Ammunition regulation,0,Hawaii,Recordkeeping,2015
Ammunition regulation,0,Hawaii,Age restrictions,2016
Ammunition regulation,0,Hawaii,Age restrictions,2016
Ammunition regulation,0,Hawaii,Background checks,2016
Ammunition regulation,0,Hawaii,Licensing,2016
Ammunition regulation,0,Hawaii,Permitting,2016
Ammunition regulation,1,Hawaii,Prohibitors,2016
Ammunition regulation,0,Hawaii,Recordkeeping,2016
Ammunition regulation,0,Hawaii,Age restrictions,2017
Ammunition regulation,0,Hawaii,Age restrictions,2017
Ammunition regulation,0,Hawaii,Background checks,2017
Ammunition regulation,0,Hawaii,Licensing,2017
Ammunition regulation,0,Hawaii,Permitting,2017
Ammunition regulation,1,Hawaii,Prohibitors,2017
Ammunition regulation,0,Hawaii,Recordkeeping,2017
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1991
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1991
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1991
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1991
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1991
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1991
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1991
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1991
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1992
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1992
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1992
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1992
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1992
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1992
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1992
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1992
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1993
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1993
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1993
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1993
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1993
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1993
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1993
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1993
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1994
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1994
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1994
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1994
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1994
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1994
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1994
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1994
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1995
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1995
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1995
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1995
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1995
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1995
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1995
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1995
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1996
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1996
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1996
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1996
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1996
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1996
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1996
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1996
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1997
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1997
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1997
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1997
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1997
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1997
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1997
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1997
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1998
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1998
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1998
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1998
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1998
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1998
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1998
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1998
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1999
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1999
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1999
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1999
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,1999
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1999
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1999
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,1999
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2000
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2000
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2000
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2000
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2000
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2000
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2000
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2000
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2001
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2001
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2001
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2001
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2001
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2001
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2001
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2001
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2002
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2002
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2002
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2002
Assault weapons and large capacity ammunition magazines,0,Hawaii,Assault weapons ban,2002
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2002
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2002
Assault weapons and large capacity ammunition magazines,0,Hawaii,Large capacity magazine ban,2002
Dealer regulation,1,Hawaii,Licensing,2000
Dealer regulation,1,Hawaii,Licensing,2000
Dealer regulation,0,Hawaii,Location,2000
Dealer regulation,0,Hawaii,Recordkeeping,2000
Dealer regulation,0,Hawaii,Recordkeeping,2000
Dealer regulation,0,Hawaii,Recordkeeping,2000
Dealer regulation,0,Hawaii,Recordkeeping,2000
Dealer regulation,1,Hawaii,Reporting,2000
Dealer regulation,1,Hawaii,Reporting,2000
Dealer regulation,1,Hawaii,Reporting,2000
Dealer regulation,1,Hawaii,Reporting,2000
Dealer regulation,1,Hawaii,Reporting,2000
Dealer regulation,0,Hawaii,Security,2000
Dealer regulation,0,Hawaii,Theft reporting,2000
Dealer regulation,0,Hawaii,Inspections,2001
Dealer regulation,1,Hawaii,Junk guns,2001
Dealer regulation,0,Hawaii,Liability,2001
Dealer regulation,1,Hawaii,Licensing,2001
Dealer regulation,1,Hawaii,Licensing,2001
Dealer regulation,0,Hawaii,Location,2001
Dealer regulation,0,Hawaii,Recordkeeping,2001
Dealer regulation,0,Hawaii,Recordkeeping,2001
Dealer regulation,0,Hawaii,Recordkeeping,2001
Dealer regulation,0,Hawaii,Recordkeeping,2001
Dealer regulation,1,Hawaii,Reporting,2001
Dealer regulation,1,Hawaii,Reporting,2001
Dealer regulation,1,Hawaii,Reporting,2001
Dealer regulation,1,Hawaii,Reporting,2001
Dealer regulation,1,Hawaii,Reporting,2001
Dealer regulation,0,Hawaii,Security,2001
Dealer regulation,0,Hawaii,Theft reporting,2001
Dealer regulation,0,Hawaii,Inspections,2002
Dealer regulation,1,Hawaii,Junk guns,2002
Dealer regulation,0,Hawaii,Liability,2002
Dealer regulation,1,Hawaii,Licensing,2002
Dealer regulation,1,Hawaii,Licensing,2002
Dealer regulation,0,Hawaii,Location,2002
Dealer regulation,0,Hawaii,Recordkeeping,2002
Dealer regulation,0,Hawaii,Recordkeeping,2002
Dealer regulation,0,Hawaii,Recordkeeping,2002
Dealer regulation,0,Hawaii,Recordkeeping,2002
Dealer regulation,1,Hawaii,Reporting,2002
Dealer regulation,1,Hawaii,Reporting,2002
Dealer regulation,1,Hawaii,Reporting,2002
Dealer regulation,1,Hawaii,Reporting,2002
Dealer regulation,1,Hawaii,Reporting,2002
Dealer regulation,0,Hawaii,Security,2002
Dealer regulation,0,Hawaii,Theft reporting,2002
Dealer regulation,0,Hawaii,Inspections,2003
Dealer regulation,1,Hawaii,Junk guns,2003
Dealer regulation,0,Hawaii,Liability,2003
Dealer regulation,1,Hawaii,Licensing,2003
Dealer regulation,1,Hawaii,Licensing,2003
Dealer regulation,0,Hawaii,Location,2003
Dealer regulation,0,Hawaii,Recordkeeping,2003
Dealer regulation,0,Hawaii,Recordkeeping,2003
Dealer regulation,0,Hawaii,Recordkeeping,2003
Dealer regulation,0,Hawaii,Recordkeeping,2003
Dealer regulation,1,Hawaii,Reporting,2003
Dealer regulation,1,Hawaii,Reporting,2003
Dealer regulation,1,Hawaii,Reporting,2003
Dealer regulation,1,Hawaii,Reporting,2003
Dealer regulation,1,Hawaii,Reporting,2003
Dealer regulation,0,Hawaii,Security,2003
Dealer regulation,0,Hawaii,Theft reporting,2003
Dealer regulation,0,Hawaii,Inspections,2004
Dealer regulation,1,Hawaii,Junk guns,2004
Dealer regulation,0,Hawaii,Liability,2004
Dealer regulation,1,Hawaii,Licensing,2004
Dealer regulation,1,Hawaii,Licensing,2004
Dealer regulation,0,Hawaii,Location,2004
Dealer regulation,0,Hawaii,Recordkeeping,2004
Dealer regulation,0,Hawaii,Recordkeeping,2004
Dealer regulation,0,Hawaii,Recordkeeping,2004
Dealer regulation,0,Hawaii,Recordkeeping,2004
Dealer regulation,1,Hawaii,Reporting,2004
Dealer regulation,1,Hawaii,Reporting,2004
Dealer regulation,1,Hawaii,Reporting,2004
Dealer regulation,1,Hawaii,Reporting,2004
Dealer regulation,1,Hawaii,Reporting,2004
Dealer regulation,0,Hawaii,Security,2004
Dealer regulation,0,Hawaii,Theft reporting,2004
Dealer regulation,0,Hawaii,Inspections,2005
Dealer regulation,1,Hawaii,Junk guns,2005
Dealer regulation,0,Hawaii,Liability,2005
Dealer regulation,1,Hawaii,Licensing,2005
Dealer regulation,1,Hawaii,Licensing,2005
Dealer regulation,0,Hawaii,Location,2005
Dealer regulation,0,Hawaii,Recordkeeping,2005
Dealer regulation,0,Hawaii,Recordkeeping,2005
Dealer regulation,0,Hawaii,Recordkeeping,2005
Dealer regulation,0,Hawaii,Recordkeeping,2005
Dealer regulation,1,Hawaii,Reporting,2005
Dealer regulation,1,Hawaii,Reporting,2005
Dealer regulation,1,Hawaii,Reporting,2005
