Category,Law? 0/1,State,Subcategory,Year
Concealed carry permitting,0,Alaska,Permitting,2000
Concealed carry permitting,1,Alaska,Background checks,2001
Concealed carry permitting,0,Alaska,Background checks,2001
Concealed carry permitting,0,Alaska,Background checks,2001
Concealed carry permitting,1,Alaska,Permitting,2001
Concealed carry permitting,0,Alaska,Permitting,2001
Concealed carry permitting,1,Alaska,Permitting,2001
Concealed carry permitting,0,Alaska,Permitting,2001
Concealed carry permitting,1,Alaska,Background checks,2002
Concealed carry permitting,0,Alaska,Background checks,2002
Concealed carry permitting,0,Alaska,Background checks,2002
Concealed carry permitting,1,Alaska,Permitting,2002
Concealed carry permitting,0,Alaska,Permitting,2002
Concealed carry permitting,1,Alaska,Permitting,2002
Concealed carry permitting,0,Alaska,Permitting,2002
Concealed carry permitting,0,Alaska,Background checks,2003
Concealed carry permitting,0,Alaska,Background checks,2003
Concealed carry permitting,0,Alaska,Background checks,2003
Concealed carry permitting,1,Alaska,Permitting,2003
Concealed carry permitting,0,Alaska,Permitting,2003
Concealed carry permitting,0,Alaska,Permitting,2003
Concealed carry permitting,0,Alaska,Permitting,2003
Concealed carry permitting,0,Alaska,Background checks,2004
Concealed carry permitting,0,Alaska,Background checks,2004
Concealed carry permitting,0,Alaska,Background checks,2004
Concealed carry permitting,1,Alaska,Permitting,2004
Concealed carry permitting,0,Alaska,Permitting,2004
Concealed carry permitting,0,Alaska,Permitting,2004
Concealed carry permitting,0,Alaska,Permitting,2004
Concealed carry permitting,0,Alaska,Background checks,2005
Concealed carry permitting,0,Alaska,Background checks,2005
Concealed carry permitting,0,Alaska,Background checks,2005
Concealed carry permitting,1,Alaska,Permitting,2005
Concealed carry permitting,0,Alaska,Permitting,2005
Concealed carry permitting,0,Alaska,Permitting,2005
Concealed carry permitting,0,Alaska,Permitting,2005
Concealed carry permitting,0,Alaska,Background checks,2006
Concealed carry permitting,0,Alaska,Background checks,2006
Concealed carry permitting,0,Alaska,Background checks,2006
Concealed carry permitting,1,Alaska,Permitting,2006
Concealed carry permitting,0,Alaska,Permitting,2006
Concealed carry permitting,0,Alaska,Permitting,2006
Concealed carry permitting,0,Alaska,Permitting,2006
Concealed carry permitting,0,Alaska,Background checks,2007
Concealed carry permitting,0,Alaska,Background checks,2007
Concealed carry permitting,0,Alaska,Background checks,2007
Concealed carry permitting,1,Alaska,Permitting,2007
Concealed carry permitting,0,Alaska,Permitting,2007
Concealed carry permitting,0,Alaska,Permitting,2007
Concealed carry permitting,0,Alaska,Permitting,2007
Concealed carry permitting,0,Alaska,Background checks,2008
Concealed carry permitting,0,Alaska,Background checks,2008
Concealed carry permitting,0,Alaska,Background checks,2008
Concealed carry permitting,1,Alaska,Permitting,2008
Concealed carry permitting,0,Alaska,Permitting,2008
Concealed carry permitting,0,Alaska,Permitting,2008
Concealed carry permitting,0,Alaska,Permitting,2008
Concealed carry permitting,0,Alaska,Background checks,2009
Concealed carry permitting,0,Alaska,Background checks,2009
Concealed carry permitting,0,Alaska,Background checks,2009
Concealed carry permitting,1,Alaska,Permitting,2009
Concealed carry permitting,0,Alaska,Permitting,2009
Concealed carry permitting,0,Alaska,Permitting,2009
Concealed carry permitting,0,Alaska,Permitting,2009
Concealed carry permitting,0,Alaska,Background checks,2010
Concealed carry permitting,0,Alaska,Background checks,2010
Concealed carry permitting,0,Alaska,Background checks,2010
Concealed carry permitting,1,Alaska,Permitting,2010
Concealed carry permitting,0,Alaska,Permitting,2010
Concealed carry permitting,0,Alaska,Permitting,2010
Concealed carry permitting,0,Alaska,Permitting,2010
Concealed carry permitting,0,Alaska,Background checks,2011
Concealed carry permitting,0,Alaska,Background checks,2011
Concealed carry permitting,0,Alaska,Background checks,2011
Concealed carry permitting,1,Alaska,Permitting,2011
Concealed carry permitting,0,Alaska,Permitting,2011
Concealed carry permitting,0,Alaska,Permitting,2011
Concealed carry permitting,0,Alaska,Permitting,2011
Concealed carry permitting,0,Alaska,Background checks,2012
Concealed carry permitting,0,Alaska,Background checks,2012
Concealed carry permitting,0,Alaska,Background checks,2012
Concealed carry permitting,1,Alaska,Permitting,2012
Concealed carry permitting,0,Alaska,Permitting,2012
Concealed carry permitting,0,Alaska,Permitting,2012
Concealed carry permitting,0,Alaska,Permitting,2012
Concealed carry permitting,0,Alaska,Background checks,2013
Concealed carry permitting,0,Alaska,Background checks,2013
Concealed carry permitting,0,Alaska,Background checks,2013
Concealed carry permitting,1,Alaska,Permitting,2013
Concealed carry permitting,0,Alaska,Permitting,2013
Concealed carry permitting,0,Alaska,Permitting,2013
Concealed carry permitting,0,Alaska,Permitting,2013
Concealed carry permitting,0,Alaska,Background checks,2014
Concealed carry permitting,0,Alaska,Background checks,2014
Concealed carry permitting,0,Alaska,Background checks,2014
Concealed carry permitting,1,Alaska,Permitting,2014
Concealed carry permitting,0,Alaska,Permitting,2014
Concealed carry permitting,0,Alaska,Permitting,2014
Concealed carry permitting,0,Alaska,Permitting,2014
Concealed carry permitting,0,Alaska,Background checks,2015
Concealed carry permitting,0,Alaska,Background checks,2015
Concealed carry permitting,0,Alaska,Background checks,2015
Ammunition regulation,0,Alaska,Licensing,2014
Ammunition regulation,0,Alaska,Permitting,2014
Ammunition regulation,0,Alaska,Prohibitors,2014
Ammunition regulation,0,Alaska,Recordkeeping,2014
Ammunition regulation,0,Alaska,Age restrictions,2015
Ammunition regulation,0,Alaska,Age restrictions,2015
Ammunition regulation,0,Alaska,Background checks,2015
Ammunition regulation,0,Alaska,Licensing,2015
Ammunition regulation,0,Alaska,Permitting,2015
Ammunition regulation,0,Alaska,Prohibitors,2015
Ammunition regulation,0,Alaska,Recordkeeping,2015
Ammunition regulation,0,Alaska,Age restrictions,2016
Ammunition regulation,0,Alaska,Age restrictions,2016
Ammunition regulation,0,Alaska,Background checks,2016
Ammunition regulation,0,Alaska,Licensing,2016
Ammunition regulation,0,Alaska,Permitting,2016
Ammunition regulation,0,Alaska,Prohibitors,2016
Ammunition regulation,0,Alaska,Recordkeeping,2016
Ammunition regulation,0,Alaska,Age restrictions,2017
Ammunition regulation,0,Alaska,Age restrictions,2017
Ammunition regulation,0,Alaska,Background checks,2017
Ammunition regulation,0,Alaska,Licensing,2017
Ammunition regulation,0,Alaska,Permitting,2017
Ammunition regulation,0,Alaska,Prohibitors,2017
Ammunition regulation,0,Alaska,Recordkeeping,2017
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1991
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1991
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1991
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1991
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1991
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1991
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1991
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1991
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1992
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1992
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1992
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1992
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1992
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1992
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1992
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1992
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1993
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1993
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1993
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1993
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1993
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1993
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1993
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1993
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1994
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1994
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1994
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1994
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1994
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1994
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1994
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1994
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1995
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1995
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1995
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1995
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1995
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1995
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1995
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1995
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1996
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1996
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1996
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1996
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1996
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1996
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1996
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1996
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1997
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1997
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1997
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1997
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1997
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1997
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1997
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1997
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1998
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1998
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1998
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1998
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1998
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1998
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1998
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1998
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1999
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1999
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1999
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1999
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,1999
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1999
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1999
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,1999
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2000
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2000
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2000
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2000
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2000
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2000
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2000
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2000
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2001
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2001
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2001
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2001
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2001
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2001
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2001
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2001
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2002
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2002
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2002
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2002
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2002
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2002
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2002
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2002
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2008
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2008
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2008
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2009
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2009
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2009
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2009
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2009
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2009
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2009
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2009
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2010
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2010
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2010
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2010
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2010
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2010
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2010
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2010
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2011
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2011
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2011
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2011
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2011
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2011
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2011
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2011
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2012
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2012
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2012
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2012
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2012
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2012
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2012
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2012
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2013
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2013
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2013
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2013
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2013
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2013
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2013
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2013
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2014
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2014
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2014
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2014
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2014
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2014
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2014
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2014
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2015
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2015
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2015
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2015
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2015
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2015
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2015
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2015
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2016
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2016
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2016
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2016
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2016
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2016
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2016
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2016
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2017
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2017
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2017
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2017
Assault weapons and large capacity ammunition magazines,0,Alaska,Assault weapons ban,2017
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2017
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2017
Assault weapons and large capacity ammunition magazines,0,Alaska,Large capacity magazine ban,2017
Background checks,0,Alaska,Background checks - mental health records,1991
Background checks,0,Alaska,Background checks - state records,1991
Background checks,0,Alaska,Background checks - state records,1991
Background checks,0,Alaska,Background checks through permits,1991
Background checks,0,Alaska,Background checks through permits,1991
Background checks,0,Alaska,Background checks time limit,1991
Background checks,0,Alaska,Gun shows,1991
Background checks,0,Alaska,Gun shows,1991
Background checks,0,Alaska,Universal background checks,1991
Background checks,0,Alaska,Universal background checks,1991
Background checks,0,Alaska,Background checks - mental health records,1992
Background checks,0,Alaska,Background checks - state records,1992
Background checks,0,Alaska,Background checks - state records,1992
Background checks,0,Alaska,Background checks through permits,1992
Background checks,0,Alaska,Background checks through permits,1992
Background checks,0,Alaska,Background checks time limit,1992
Background checks,0,Alaska,Gun shows,1992
Background checks,0,Alaska,Gun shows,1992
Background checks,0,Alaska,Universal background checks,1992
Background checks,0,Alaska,Universal background checks,1992
Background checks,0,Alaska,Background checks - mental health records,1993
Background checks,0,Alaska,Background checks - state records,1993
Background checks,0,Alaska,Background checks - state records,1993
Background checks,0,Alaska,Background checks through permits,1993
Background checks,0,Alaska,Background checks through permits,1993
Background checks,0,Alaska,Background checks time limit,1993
Background checks,0,Alaska,Gun shows,1993
Background checks,0,Alaska,Gun shows,1993
Background checks,0,Alaska,Universal background checks,1993
Background checks,0,Alaska,Universal background checks,1993
Background checks,0,Alaska,Background checks - mental health records,1994
Background checks,0,Alaska,Background checks - state records,1994
Background checks,0,Alaska,Background checks - state records,1994
Background checks,0,Alaska,Background checks through permits,1994
Background checks,0,Alaska,Background checks through permits,1994
Background checks,0,Alaska,Background checks time limit,1994
Background checks,0,Alaska,Gun shows,1994
Background checks,0,Alaska,Gun shows,1994
Background checks,0,Alaska,Universal background checks,1994
Background checks,0,Alaska,Universal background checks,1994
Background checks,0,Alaska,Background checks - mental health records,1995
Background checks,0,Alaska,Background checks - state records,1995
Background checks,0,Alaska,Background checks - state records,1995
Background checks,0,Alaska,Background checks through permits,1995
Background checks,0,Alaska,Background checks through permits,1995
Background checks,0,Alaska,Background checks time limit,1995
Background checks,0,Alaska,Gun shows,1995
Background checks,0,Alaska,Gun shows,1995
Background checks,0,Alaska,Universal background checks,1995
Background checks,0,Alaska,Universal background checks,1995
Domestic violence,0,Alaska,Restraining order,1995
Domestic violence,0,Alaska,Restraining order,1995
Domestic violence,0,Alaska,Restraining order,1995
Domestic violence,0,Alaska,Restraining order,1995
Domestic violence,0,Alaska,Restraining order,1995
Domestic violence,0,Alaska,Stalking,1995
Domestic violence,0,Alaska,Restraining order,1996
Domestic violence,0,Alaska,Restraining order,1996
Domestic violence,0,Alaska,Restraining order,1996
Domestic violence,0,Alaska,Restraining order,1996
Domestic violence,0,Alaska,Restraining order,1996
Domestic violence,0,Alaska,Restraining order,1996
Domestic violence,0,Alaska,Restraining order,1996
Domestic violence,0,Alaska,Restraining order,1996
Domestic violence,0,Alaska,Restraining order,1996
Domestic violence,0,Alaska,Restraining order,1996
Domestic violence,0,Alaska,Restraining order,1996
Domestic violence,0,Alaska,Stalking,1996
Domestic violence,0,Alaska,Restraining order,1997
Domestic violence,0,Alaska,Restraining order,1997
Domestic violence,0,Alaska,Restraining order,1997
Domestic violence,0,Alaska,Restraining order,1997
Domestic violence,0,Alaska,Restraining order,1997
Domestic violence,0,Alaska,Restraining order,1997
Domestic violence,0,Alaska,Restraining order,1997
Domestic violence,0,Alaska,Restraining order,1997
Domestic violence,0,Alaska,Restraining order,1997
Domestic violence,0,Alaska,Restraining order,1997
Domestic violence,0,Alaska,Restraining order,1997
Domestic violence,0,Alaska,Stalking,1997
Domestic violence,0,Alaska,Restraining order,1998
Domestic violence,0,Alaska,Restraining order,1998
Domestic violence,0,Alaska,Restraining order,1998
Domestic violence,0,Alaska,Restraining order,1998
Domestic violence,0,Alaska,Restraining order,1998
Domestic violence,0,Alaska,Restraining order,1998
Domestic violence,0,Alaska,Restraining order,1998
Domestic violence,0,Alaska,Restraining order,1998
Domestic violence,0,Alaska,Restraining order,1998
Domestic violence,0,Alaska,Restraining order,1998
Domestic violence,0,Alaska,Restraining order,1998
Domestic violence,0,Alaska,Stalking,1998
Domestic violence,0,Alaska,Restraining order,1999
Domestic violence,0,Alaska,Restraining order,1999
Domestic violence,0,Alaska,Restraining order,1999
Domestic violence,0,Alaska,Restraining order,1999
Domestic violence,0,Alaska,Restraining order,1999
Domestic violence,0,Alaska,Restraining order,1999
Domestic violence,0,Alaska,Restraining order,1999
Domestic violence,0,Alaska,Restraining order,1999
Domestic violence,0,Alaska,Restraining order,1999
Domestic violence,0,Alaska,Restraining order,1999
Domestic violence,0,Alaska,Restraining order,1999
Gun trafficking,0,Alaska,Personalized gun technology,2007
Gun trafficking,0,Alaska,Crime gun identification,2008
Gun trafficking,0,Alaska,Personalized gun technology,2008
Gun trafficking,0,Alaska,Crime gun identification,2009
Gun trafficking,0,Alaska,Personalized gun technology,2009
Gun trafficking,0,Alaska,Crime gun identification,2010
Gun trafficking,0,Alaska,Personalized gun technology,2010
Gun trafficking,0,Alaska,Crime gun identification,2011
Gun trafficking,0,Alaska,Personalized gun technology,2011
Gun trafficking,0,Alaska,Crime gun identification,2012
Gun trafficking,0,Alaska,Personalized gun technology,2012
Gun trafficking,0,Alaska,Crime gun identification,2013
Gun trafficking,0,Alaska,Personalized gun technology,2013
Gun trafficking,0,Alaska,Crime gun identification,2014
Gun trafficking,0,Alaska,Personalized gun technology,2014
Gun trafficking,0,Alaska,Crime gun identification,2015
Gun trafficking,0,Alaska,Personalized gun technology,2015
Gun trafficking,0,Alaska,Crime gun identification,2016
Gun trafficking,0,Alaska,Personalized gun technology,2016
Gun trafficking,0,Alaska,Crime gun identification,2017
Gun trafficking,0,Alaska,Personalized gun technology,2017
Possession regulation,0,Alaska,Age restrictions,1991
Possession regulation,0,Alaska,Age restrictions,1991
Possession regulation,0,Alaska,Age restrictions,1991
Possession regulation,0,Alaska,Age restrictions,1992
Possession regulation,0,Alaska,Age restrictions,1992
Possession regulation,0,Alaska,Age restrictions,1992
Possession regulation,0,Alaska,Age restrictions,1993
Possession regulation,0,Alaska,Age restrictions,1993
Possession regulation,0,Alaska,Age restrictions,1993
Possession regulation,0,Alaska,Age restrictions,1994
Possession regulation,0,Alaska,Age restrictions,1994
Possession regulation,0,Alaska,Age restrictions,1994
Possession regulation,0,Alaska,Age restrictions,1995
Possession regulation,0,Alaska,Age restrictions,1995
Possession regulation,0,Alaska,Age restrictions,1995
Possession regulation,0,Alaska,Age restrictions,1996
Possession regulation,0,Alaska,Age restrictions,1996
Possession regulation,0,Alaska,Age restrictions,1996
Possession regulation,0,Alaska,Age restrictions,2010
Possession regulation,0,Alaska,Age restrictions,2010
Possession regulation,0,Alaska,Age restrictions,2010
Possession regulation,0,Alaska,Age restrictions,2011
Possession regulation,0,Alaska,Age restrictions,2011
Possession regulation,0,Alaska,Age restrictions,2011
Possession regulation,0,Alaska,Age restrictions,2012
Possession regulation,0,Alaska,Age restrictions,2012
Possession regulation,0,Alaska,Age restrictions,2012
Possession regulation,0,Alaska,Age restrictions,2013
Possession regulation,0,Alaska,Age restrictions,2013
Possession regulation,0,Alaska,Age restrictions,2013
Possession regulation,0,Alaska,Age restrictions,2014
Possession regulation,0,Alaska,Age restrictions,2014
Possession regulation,0,Alaska,Age restrictions,2014
Possession regulation,0,Alaska,Age restrictions,2015
Possession regulation,0,Alaska,Age restrictions,2015
Possession regulation,0,Alaska,Age restrictions,2015
Possession regulation,0,Alaska,Age restrictions,2016
Possession regulation,0,Alaska,Age restrictions,2016
Possession regulation,0,Alaska,Age restrictions,2016
Possession regulation,0,Alaska,Age restrictions,2017
Possession regulation,0,Alaska,Age restrictions,2017
Possession regulation,0,Alaska,Age restrictions,2017
Preemption,0,Alaska,Preemption,1991
Preemption,0,Alaska,Preemption,1991
Preemption,0,Alaska,Preemption,1991
Preemption,0,Alaska,Preemption,1992
Preemption,0,Alaska,Preemption,1992
Preemption,0,Alaska,Preemption,1992
Preemption,0,Alaska,Preemption,1993
Preemption,0,Alaska,Preemption,1993
Preemption,0,Alaska,Preemption,1993
Preemption,0,Alaska,Preemption,1994
Preemption,0,Alaska,Preemption,1994
Preemption,0,Alaska,Preemption,1994
